year;areakm;municipality;geocode_ibge;state
2021;11,575115648704369;Guarantã do Norte;5104104;Mato Grosso
2022;10,734981717440728;Guarantã do Norte;5104104;Mato Grosso
2023;7,373024406976408;Guarantã do Norte;5104104;Mato Grosso
2024;3,137839142825119;Guarantã do Norte;5104104;Mato Grosso
2007;543,1215479851584;Indiavaí;5104500;Mato Grosso
2008;0,9747809535234337;Indiavaí;5104500;Mato Grosso
2009;0,26172293888775844;Indiavaí;5104500;Mato Grosso
2010;0,18269932889743623;Indiavaí;5104500;Mato Grosso
2011;0;Indiavaí;5104500;Mato Grosso
2012;0;Indiavaí;5104500;Mato Grosso
2013;0;Indiavaí;5104500;Mato Grosso
2014;0;Indiavaí;5104500;Mato Grosso
2015;0;Indiavaí;5104500;Mato Grosso
2016;0;Indiavaí;5104500;Mato Grosso
2017;0;Indiavaí;5104500;Mato Grosso
2018;0;Indiavaí;5104500;Mato Grosso
2019;0;Indiavaí;5104500;Mato Grosso
2020;0;Indiavaí;5104500;Mato Grosso
2021;0;Indiavaí;5104500;Mato Grosso
2022;0;Indiavaí;5104500;Mato Grosso
2023;0;Indiavaí;5104500;Mato Grosso
2024;0;Indiavaí;5104500;Mato Grosso
2007;1740,2510354685364;Ipiranga do Norte;5104526;Mato Grosso
2008;3,879874103521547;Ipiranga do Norte;5104526;Mato Grosso
2009;7,479492350251651;Ipiranga do Norte;5104526;Mato Grosso
2010;42,241631136027785;Ipiranga do Norte;5104526;Mato Grosso
2011;11,285813493995438;Ipiranga do Norte;5104526;Mato Grosso
2012;1,1478009749576692;Ipiranga do Norte;5104526;Mato Grosso
2013;2,7455191320067307;Ipiranga do Norte;5104526;Mato Grosso
2014;3,6688042928999995;Ipiranga do Norte;5104526;Mato Grosso
2015;5,200343063303012;Ipiranga do Norte;5104526;Mato Grosso
2016;3,8123040304418483;Ipiranga do Norte;5104526;Mato Grosso
2017;1,2061928957265702;Ipiranga do Norte;5104526;Mato Grosso
2018;0,9217945145726828;Ipiranga do Norte;5104526;Mato Grosso
2019;4,34662196733279;Ipiranga do Norte;5104526;Mato Grosso
2020;0,35275384803983806;Ipiranga do Norte;5104526;Mato Grosso
2021;3,94627060151497;Ipiranga do Norte;5104526;Mato Grosso
2022;7,040295000106664;Ipiranga do Norte;5104526;Mato Grosso
2023;1,4265955808774404;Ipiranga do Norte;5104526;Mato Grosso
2024;1,6801519517463521;Ipiranga do Norte;5104526;Mato Grosso
2007;1382,860147927885;Itanhangá;5104542;Mato Grosso
2008;90,82622757939416;Itanhangá;5104542;Mato Grosso
2009;9,033599692140136;Itanhangá;5104542;Mato Grosso
2010;37,08762150617188;Itanhangá;5104542;Mato Grosso
2011;46,778926591882815;Itanhangá;5104542;Mato Grosso
2012;25,028685177805716;Itanhangá;5104542;Mato Grosso
2013;24,43764568075504;Itanhangá;5104542;Mato Grosso
2014;19,38221150876247;Itanhangá;5104542;Mato Grosso
2015;32,89445599009394;Itanhangá;5104542;Mato Grosso
2016;5,342071335181936;Itanhangá;5104542;Mato Grosso
2017;5,632853118178873;Itanhangá;5104542;Mato Grosso
2018;12,227227237168451;Itanhangá;5104542;Mato Grosso
2019;1,9260785558799203;Itanhangá;5104542;Mato Grosso
2020;31,96127133015787;Itanhangá;5104542;Mato Grosso
2021;10,436419105383376;Itanhangá;5104542;Mato Grosso
2022;8,212369246877271;Itanhangá;5104542;Mato Grosso
2023;10,24117763371069;Itanhangá;5104542;Mato Grosso
2024;22,6513231562856;Itanhangá;5104542;Mato Grosso
2007;1644,6950220143058;Itaúba;5104559;Mato Grosso
2008;42,1630752535255;Itaúba;5104559;Mato Grosso
2009;1,7654984291891525;Itaúba;5104559;Mato Grosso
2010;2,7938790244826137;Itaúba;5104559;Mato Grosso
2011;8,559161845164045;Itaúba;5104559;Mato Grosso
2012;2,0488976317219096;Itaúba;5104559;Mato Grosso
2013;5,026764721468626;Itaúba;5104559;Mato Grosso
2014;24,906938305546657;Itaúba;5104559;Mato Grosso
2015;65,14148888293379;Itaúba;5104559;Mato Grosso
2016;19,904406652313757;Itaúba;5104559;Mato Grosso
2017;18,415011314739917;Itaúba;5104559;Mato Grosso
2018;21,716919544465405;Itaúba;5104559;Mato Grosso
2019;27,110270096494595;Itaúba;5104559;Mato Grosso
2020;13,457843254174321;Itaúba;5104559;Mato Grosso
2021;14,340816384740643;Itaúba;5104559;Mato Grosso
2022;7,342471898139102;Itaúba;5104559;Mato Grosso
2023;3,605783337635111;Itaúba;5104559;Mato Grosso
2024;17,823203157324905;Itaúba;5104559;Mato Grosso
2007;1048,9579022863268;Jauru;5105002;Mato Grosso
2008;1,6424936924446687;Jauru;5105002;Mato Grosso
2009;0,18207956418975824;Jauru;5105002;Mato Grosso
2010;0;Jauru;5105002;Mato Grosso
2011;0,021173144993064295;Jauru;5105002;Mato Grosso
2012;0;Jauru;5105002;Mato Grosso
2013;0,00007217356934712424;Jauru;5105002;Mato Grosso
2014;0,15042736164601697;Jauru;5105002;Mato Grosso
2015;0,10640476484236064;Jauru;5105002;Mato Grosso
2016;0,36476572334882346;Jauru;5105002;Mato Grosso
2017;0;Jauru;5105002;Mato Grosso
2018;0,0008208228266402147;Jauru;5105002;Mato Grosso
2019;0,07290621261840542;Jauru;5105002;Mato Grosso
2020;0,07852506101276707;Jauru;5105002;Mato Grosso
2021;0,3080535956233959;Jauru;5105002;Mato Grosso
2022;0;Jauru;5105002;Mato Grosso
2023;0,13858484666349796;Jauru;5105002;Mato Grosso
2024;0,217864788609226;Jauru;5105002;Mato Grosso
2007;7689,1531988250945;Juara;5105101;Mato Grosso
2008;123,98351950810003;Juara;5105101;Mato Grosso
2009;30,77768492718969;Juara;5105101;Mato Grosso
2010;15,132750034796931;Juara;5105101;Mato Grosso
2011;56,8160968855875;Juara;5105101;Mato Grosso
2012;15,818716453047431;Juara;5105101;Mato Grosso
2013;15,909906309046455;Juara;5105101;Mato Grosso
2014;27,93227120537228;Juara;5105101;Mato Grosso
2015;46,04183796482776;Juara;5105101;Mato Grosso
2016;38,573061241485114;Juara;5105101;Mato Grosso
2017;21,46973514582204;Juara;5105101;Mato Grosso
2018;25,762035475966854;Juara;5105101;Mato Grosso
2019;85,4486528354939;Juara;5105101;Mato Grosso
2020;52,57120816314192;Juara;5105101;Mato Grosso
2021;88,21931057825124;Juara;5105101;Mato Grosso
2022;80,47581192907822;Juara;5105101;Mato Grosso
2023;116,53795193846315;Juara;5105101;Mato Grosso
2024;52,81702935872139;Juara;5105101;Mato Grosso
2007;1124,1096382382204;Juruena;5105176;Mato Grosso
2008;40,500308893022726;Juruena;5105176;Mato Grosso
2009;15,368843221667948;Juruena;5105176;Mato Grosso
2010;14,891338363183051;Juruena;5105176;Mato Grosso
2011;6,218359847233189;Juruena;5105176;Mato Grosso
2012;10,191179059116195;Juruena;5105176;Mato Grosso
2013;12,066481066993871;Juruena;5105176;Mato Grosso
2014;6,172382368321462;Juruena;5105176;Mato Grosso
2015;7,103148999316331;Juruena;5105176;Mato Grosso
2016;11,175281285972535;Juruena;5105176;Mato Grosso
2017;16,88034405132205;Juruena;5105176;Mato Grosso
2018;4,417550274290088;Juruena;5105176;Mato Grosso
2019;3,946614072566847;Juruena;5105176;Mato Grosso
2020;5,441461693097881;Juruena;5105176;Mato Grosso
2021;3,3325315775806317;Juruena;5105176;Mato Grosso
2022;4,334994073788899;Juruena;5105176;Mato Grosso
2023;6,599924400820066;Juruena;5105176;Mato Grosso
2024;2,730985352206866;Juruena;5105176;Mato Grosso
2007;4220,180078043205;Juína;5105150;Mato Grosso
2008;51,49660471484063;Juína;5105150;Mato Grosso
2009;20,56351111566761;Juína;5105150;Mato Grosso
2010;9,442323027049442;Juína;5105150;Mato Grosso
2011;7,006832819042924;Juína;5105150;Mato Grosso
2012;14,056163245894625;Juína;5105150;Mato Grosso
2013;26,34210469476758;Juína;5105150;Mato Grosso
2014;33,19274511837905;Juína;5105150;Mato Grosso
2015;51,73988740330916;Juína;5105150;Mato Grosso
2016;50,3693639961796;Juína;5105150;Mato Grosso
2017;32,13928409004771;Juína;5105150;Mato Grosso
2018;21,798768377637625;Juína;5105150;Mato Grosso
2019;41,61830657170452;Juína;5105150;Mato Grosso
2020;19,825036384187623;Juína;5105150;Mato Grosso
2021;48,07321475149432;Juína;5105150;Mato Grosso
2022;27,87263389270008;Juína;5105150;Mato Grosso
2023;27,87169561012099;Juína;5105150;Mato Grosso
2024;18,24246929694301;Juína;5105150;Mato Grosso
2007;1157,7840371399188;Lambari D'Oeste;5105234;Mato Grosso
2008;1,4832245315071126;Lambari D'Oeste;5105234;Mato Grosso
2009;0,9544614758693417;Lambari D'Oeste;5105234;Mato Grosso
2010;0,7786059622667933;Lambari D'Oeste;5105234;Mato Grosso
2011;1,2362864439225378;Lambari D'Oeste;5105234;Mato Grosso
2012;0,6731863615825562;Lambari D'Oeste;5105234;Mato Grosso
2013;0;Lambari D'Oeste;5105234;Mato Grosso
2014;0,5445360600273195;Lambari D'Oeste;5105234;Mato Grosso
2015;2,1170661765164223;Lambari D'Oeste;5105234;Mato Grosso
2016;1,3932541535745195;Lambari D'Oeste;5105234;Mato Grosso
2017;1,1339603255848092;Lambari D'Oeste;5105234;Mato Grosso
2018;0,5323963849681346;Lambari D'Oeste;5105234;Mato Grosso
2019;0,49497190654708856;Lambari D'Oeste;5105234;Mato Grosso
2020;0,41176248950169647;Lambari D'Oeste;5105234;Mato Grosso
2021;0,7257623704055465;Lambari D'Oeste;5105234;Mato Grosso
2022;0,6050117076970141;Lambari D'Oeste;5105234;Mato Grosso
2023;2,310557566928981;Lambari D'Oeste;5105234;Mato Grosso
2024;0,670679339379756;Lambari D'Oeste;5105234;Mato Grosso
2007;237,8272043382094;Lucas do Rio Verde;5105259;Mato Grosso
2008;7,098144284092643;Lucas do Rio Verde;5105259;Mato Grosso
2009;0,5918868478872321;Lucas do Rio Verde;5105259;Mato Grosso
2010;4,23472301963922;Lucas do Rio Verde;5105259;Mato Grosso
2011;0,5835369307455068;Lucas do Rio Verde;5105259;Mato Grosso
2012;4,816391422683129;Lucas do Rio Verde;5105259;Mato Grosso
2013;3,095312157436615;Lucas do Rio Verde;5105259;Mato Grosso
2014;1,0770497708768136;Lucas do Rio Verde;5105259;Mato Grosso
2015;3,6206594396984735;Lucas do Rio Verde;5105259;Mato Grosso
2016;0,3937152827798954;Lucas do Rio Verde;5105259;Mato Grosso
2017;0,9418321969277361;Lucas do Rio Verde;5105259;Mato Grosso
2018;1,4128647587320518;Lucas do Rio Verde;5105259;Mato Grosso
2019;0,1606830379312041;Lucas do Rio Verde;5105259;Mato Grosso
2020;6,1279701653030205;Lucas do Rio Verde;5105259;Mato Grosso
2021;0,14723377331462084;Lucas do Rio Verde;5105259;Mato Grosso
2022;0;Lucas do Rio Verde;5105259;Mato Grosso
2023;1,2318355486162984;Lucas do Rio Verde;5105259;Mato Grosso
2024;0,20674340166103963;Lucas do Rio Verde;5105259;Mato Grosso
2007;0;Luciara;5105309;Mato Grosso
2008;0;Luciara;5105309;Mato Grosso
2009;0;Luciara;5105309;Mato Grosso
2010;0;Luciara;5105309;Mato Grosso
2011;0;Luciara;5105309;Mato Grosso
2012;0;Luciara;5105309;Mato Grosso
2013;0;Luciara;5105309;Mato Grosso
2014;0;Luciara;5105309;Mato Grosso
2015;0;Luciara;5105309;Mato Grosso
2016;0;Luciara;5105309;Mato Grosso
2017;0;Luciara;5105309;Mato Grosso
2018;0;Luciara;5105309;Mato Grosso
2019;0;Luciara;5105309;Mato Grosso
2020;0;Luciara;5105309;Mato Grosso
2021;0;Luciara;5105309;Mato Grosso
2022;0;Luciara;5105309;Mato Grosso
2023;0;Luciara;5105309;Mato Grosso
2024;0;Luciara;5105309;Mato Grosso
2007;3238,017367934302;Marcelândia;5105580;Mato Grosso
2008;176,91638648612368;Marcelândia;5105580;Mato Grosso
2009;3,3520217561879773;Marcelândia;5105580;Mato Grosso
2010;5,845838223208765;Marcelândia;5105580;Mato Grosso
2011;20,65333569329883;Marcelândia;5105580;Mato Grosso
2012;12,409433931623031;Marcelândia;5105580;Mato Grosso
2013;36,606647244380426;Marcelândia;5105580;Mato Grosso
2014;35,10230445967701;Marcelândia;5105580;Mato Grosso
2015;44,777819833806205;Marcelândia;5105580;Mato Grosso
2016;55,22843797662691;Marcelândia;5105580;Mato Grosso
2017;47,993049639017045;Marcelândia;5105580;Mato Grosso
2018;22,056331545054295;Marcelândia;5105580;Mato Grosso
2019;95,99356454423886;Marcelândia;5105580;Mato Grosso
2020;112,10372175866326;Marcelândia;5105580;Mato Grosso
2021;133,12843685579978;Marcelândia;5105580;Mato Grosso
2022;70,38127822506326;Marcelândia;5105580;Mato Grosso
2023;111,15906643298946;Marcelândia;5105580;Mato Grosso
2024;86,29694340250951;Marcelândia;5105580;Mato Grosso
2007;1823,4647802419775;Matupá;5105606;Mato Grosso
2008;75,17559361950946;Matupá;5105606;Mato Grosso
2009;9,058570454334909;Matupá;5105606;Mato Grosso
2010;9,20213831578703;Matupá;5105606;Mato Grosso
2011;28,925736187140718;Matupá;5105606;Mato Grosso
2012;13,722737598098536;Matupá;5105606;Mato Grosso
2013;17,144964817527153;Matupá;5105606;Mato Grosso
2014;19,03046936735976;Matupá;5105606;Mato Grosso
2015;15,0885480975582;Matupá;5105606;Mato Grosso
2016;17,634111547125002;Matupá;5105606;Mato Grosso
2017;8,440651311404292;Matupá;5105606;Mato Grosso
2018;5,233757207903519;Matupá;5105606;Mato Grosso
2019;21,075058458869364;Matupá;5105606;Mato Grosso
2020;18,433457477831343;Matupá;5105606;Mato Grosso
2021;8,285139040430524;Matupá;5105606;Mato Grosso
2022;11,119774342422419;Matupá;5105606;Mato Grosso
2023;6,614098362399473;Matupá;5105606;Mato Grosso
2024;6,317555921563585;Matupá;5105606;Mato Grosso
2007;895,9717560277144;Mirassol d'Oeste;5105622;Mato Grosso
2008;6,3037150597020535;Mirassol d'Oeste;5105622;Mato Grosso
2009;1,7774590819511418;Mirassol d'Oeste;5105622;Mato Grosso
2010;1,7496695788858403;Mirassol d'Oeste;5105622;Mato Grosso
2011;0,8226656944301131;Mirassol d'Oeste;5105622;Mato Grosso
2012;0,972659009431;Mirassol d'Oeste;5105622;Mato Grosso
2013;1,014551546410527;Mirassol d'Oeste;5105622;Mato Grosso
2014;0,07130479726089525;Mirassol d'Oeste;5105622;Mato Grosso
2015;0,5420040957154321;Mirassol d'Oeste;5105622;Mato Grosso
2016;1,0967859956531585;Mirassol d'Oeste;5105622;Mato Grosso
2017;1,1170638634813004;Mirassol d'Oeste;5105622;Mato Grosso
2018;0,502661836312977;Mirassol d'Oeste;5105622;Mato Grosso
2019;1,5908606189510315;Mirassol d'Oeste;5105622;Mato Grosso
2020;2,185223629422781;Mirassol d'Oeste;5105622;Mato Grosso
2021;0,6814272350522451;Mirassol d'Oeste;5105622;Mato Grosso
2022;0,4959677479281234;Mirassol d'Oeste;5105622;Mato Grosso
2023;0,7725928622719653;Mirassol d'Oeste;5105622;Mato Grosso
2024;1,22259308315617;Mirassol d'Oeste;5105622;Mato Grosso
2007;772,2126943423353;Nortelândia;5106000;Mato Grosso
2008;0,4807539505628985;Nortelândia;5106000;Mato Grosso
2009;0,6642787804078232;Nortelândia;5106000;Mato Grosso
2010;1,0343932329879078;Nortelândia;5106000;Mato Grosso
2011;0,5673115419964673;Nortelândia;5106000;Mato Grosso
2012;0,2871554636122809;Nortelândia;5106000;Mato Grosso
2013;0,14757995170945337;Nortelândia;5106000;Mato Grosso
2014;0,3271052941041632;Nortelândia;5106000;Mato Grosso
2015;0,6982177891569644;Nortelândia;5106000;Mato Grosso
2016;0,1748411432715437;Nortelândia;5106000;Mato Grosso
2017;0,576048397533836;Nortelândia;5106000;Mato Grosso
2018;0,5490091881420083;Nortelândia;5106000;Mato Grosso
2019;0,7179194833331535;Nortelândia;5106000;Mato Grosso
2020;1,0885170896974214;Nortelândia;5106000;Mato Grosso
2021;2,3745306837802005;Nortelândia;5106000;Mato Grosso
2022;0,37137965497787645;Nortelândia;5106000;Mato Grosso
2023;0;Nortelândia;5106000;Mato Grosso
2024;0,21991421341497128;Nortelândia;5106000;Mato Grosso
2007;2864,3236814253955;Nova Bandeirantes;5106158;Mato Grosso
2008;125,01421330728773;Nova Bandeirantes;5106158;Mato Grosso
2009;52,51524508680739;Nova Bandeirantes;5106158;Mato Grosso
2010;17,087883973312845;Nova Bandeirantes;5106158;Mato Grosso
2011;48,43942937297392;Nova Bandeirantes;5106158;Mato Grosso
2012;33,85886377766511;Nova Bandeirantes;5106158;Mato Grosso
2013;63,11142848990777;Nova Bandeirantes;5106158;Mato Grosso
2014;70,27188157364263;Nova Bandeirantes;5106158;Mato Grosso
2015;36,44435027732645;Nova Bandeirantes;5106158;Mato Grosso
2016;81,89819141523212;Nova Bandeirantes;5106158;Mato Grosso
2017;48,90088059809903;Nova Bandeirantes;5106158;Mato Grosso
2018;59,57322537484327;Nova Bandeirantes;5106158;Mato Grosso
2019;123,97737793609117;Nova Bandeirantes;5106158;Mato Grosso
2020;50,696973970599984;Nova Bandeirantes;5106158;Mato Grosso
2021;123,95243693998981;Nova Bandeirantes;5106158;Mato Grosso
2022;177,60716762503233;Nova Bandeirantes;5106158;Mato Grosso
2023;69,26087047380538;Nova Bandeirantes;5106158;Mato Grosso
2024;21,90218485510947;Nova Bandeirantes;5106158;Mato Grosso
2007;2943,9802729080275;Nova Canaã do Norte;5106216;Mato Grosso
2008;20,729497329391222;Nova Canaã do Norte;5106216;Mato Grosso
2009;4,922025278030893;Nova Canaã do Norte;5106216;Mato Grosso
2010;3,41044675270367;Nova Canaã do Norte;5106216;Mato Grosso
2011;4,1114829768804375;Nova Canaã do Norte;5106216;Mato Grosso
2012;0,7113675568257003;Nova Canaã do Norte;5106216;Mato Grosso
2013;2,06317315933501;Nova Canaã do Norte;5106216;Mato Grosso
2014;12,438396566988875;Nova Canaã do Norte;5106216;Mato Grosso
2015;19,12022995547121;Nova Canaã do Norte;5106216;Mato Grosso
2016;9,73972968035823;Nova Canaã do Norte;5106216;Mato Grosso
2017;12,470115834490231;Nova Canaã do Norte;5106216;Mato Grosso
2018;15,757834048591443;Nova Canaã do Norte;5106216;Mato Grosso
2019;16,00915370752392;Nova Canaã do Norte;5106216;Mato Grosso
2020;9,195997923787854;Nova Canaã do Norte;5106216;Mato Grosso
2021;14,181791012812665;Nova Canaã do Norte;5106216;Mato Grosso
2022;4,322783104631665;Nova Canaã do Norte;5106216;Mato Grosso
2023;8,573749740169163;Nova Canaã do Norte;5106216;Mato Grosso
2024;7,625586870170896;Nova Canaã do Norte;5106216;Mato Grosso
2007;914,5308944452286;Nova Guarita;5108808;Mato Grosso
2008;3,2535965677267615;Nova Guarita;5108808;Mato Grosso
2009;0,07614800314849972;Nova Guarita;5108808;Mato Grosso
2010;0,3519079214193137;Nova Guarita;5108808;Mato Grosso
2011;1,2777608421494226;Nova Guarita;5108808;Mato Grosso
2012;1,1700768614468964;Nova Guarita;5108808;Mato Grosso
2013;1,6469324157306366;Nova Guarita;5108808;Mato Grosso
2014;1,576586701313122;Nova Guarita;5108808;Mato Grosso
2015;2,3190961955571248;Nova Guarita;5108808;Mato Grosso
2016;1,6828829083935937;Nova Guarita;5108808;Mato Grosso
2017;2,3396486915224615;Nova Guarita;5108808;Mato Grosso
2018;2,3990437013046124;Nova Guarita;5108808;Mato Grosso
2019;4,239500415269651;Nova Guarita;5108808;Mato Grosso
2020;1,3028115083476584;Nova Guarita;5108808;Mato Grosso
2021;1,4068030267293385;Nova Guarita;5108808;Mato Grosso
2022;1,4835636389866753;Nova Guarita;5108808;Mato Grosso
2023;1,002778689060614;Nova Guarita;5108808;Mato Grosso
2024;1,488681911470186;Nova Guarita;5108808;Mato Grosso
2007;1735,5237376445207;Nova Lacerda;5106182;Mato Grosso
2008;18,890453407999026;Nova Lacerda;5106182;Mato Grosso
2009;9,05558652833672;Nova Lacerda;5106182;Mato Grosso
2010;6,737915323940885;Nova Lacerda;5106182;Mato Grosso
2011;14,906916141360133;Nova Lacerda;5106182;Mato Grosso
2012;6,046748207865607;Nova Lacerda;5106182;Mato Grosso
2013;13,840532463130181;Nova Lacerda;5106182;Mato Grosso
2014;18,04242789992835;Nova Lacerda;5106182;Mato Grosso
2015;12,618799691740161;Nova Lacerda;5106182;Mato Grosso
2016;17,507015214762596;Nova Lacerda;5106182;Mato Grosso
2017;14,785899831586468;Nova Lacerda;5106182;Mato Grosso
2018;5,902661423920551;Nova Lacerda;5106182;Mato Grosso
2019;4,888297361399535;Nova Lacerda;5106182;Mato Grosso
2020;2,1068055669476293;Nova Lacerda;5106182;Mato Grosso
2021;2,2458635850817057;Nova Lacerda;5106182;Mato Grosso
2022;0,7507867268466839;Nova Lacerda;5106182;Mato Grosso
2023;1,8359771250444092;Nova Lacerda;5106182;Mato Grosso
2024;4,873867323026998;Nova Lacerda;5106182;Mato Grosso
2007;942,9782177411232;Nova Marilândia;5108857;Mato Grosso
2008;11,384562783709619;Nova Marilândia;5108857;Mato Grosso
2009;5,0901701055909605;Nova Marilândia;5108857;Mato Grosso
2010;2,87665066084282;Nova Marilândia;5108857;Mato Grosso
2011;3,9895728010976415;Nova Marilândia;5108857;Mato Grosso
2012;2,5262226260669474;Nova Marilândia;5108857;Mato Grosso
2013;2,7124055334828645;Nova Marilândia;5108857;Mato Grosso
2014;1,0574033067335913;Nova Marilândia;5108857;Mato Grosso
2015;2,751259684345876;Nova Marilândia;5108857;Mato Grosso
2016;0,22671832648365298;Nova Marilândia;5108857;Mato Grosso
2017;4,1290680794668555;Nova Marilândia;5108857;Mato Grosso
2018;0,37739104238034915;Nova Marilândia;5108857;Mato Grosso
2019;1,0264176102605105;Nova Marilândia;5108857;Mato Grosso
2020;0,5581055732071897;Nova Marilândia;5108857;Mato Grosso
2021;2,3288725846649228;Nova Marilândia;5108857;Mato Grosso
2022;0;Nova Marilândia;5108857;Mato Grosso
2023;0;Nova Marilândia;5108857;Mato Grosso
2024;0;Nova Marilândia;5108857;Mato Grosso
2007;2982,4647477241483;Nova Maringá;5108907;Mato Grosso
2008;17,876244468017806;Nova Maringá;5108907;Mato Grosso
2009;10,680574393421102;Nova Maringá;5108907;Mato Grosso
2010;5,4328922066856675;Nova Maringá;5108907;Mato Grosso
2011;8,647022340244956;Nova Maringá;5108907;Mato Grosso
2012;4,889857678373516;Nova Maringá;5108907;Mato Grosso
2013;43,714519723889545;Nova Maringá;5108907;Mato Grosso
2014;24,29774245822477;Nova Maringá;5108907;Mato Grosso
2015;39,74337557542146;Nova Maringá;5108907;Mato Grosso
2016;23,60087715010253;Nova Maringá;5108907;Mato Grosso
2017;49,05417946522688;Nova Maringá;5108907;Mato Grosso
2018;40,71202366532451;Nova Maringá;5108907;Mato Grosso
2019;35,45889370137832;Nova Maringá;5108907;Mato Grosso
2020;18,17340978702061;Nova Maringá;5108907;Mato Grosso
2021;30,167104637499044;Nova Maringá;5108907;Mato Grosso
2022;26,255814509411803;Nova Maringá;5108907;Mato Grosso
2023;129,83882943538762;Nova Maringá;5108907;Mato Grosso
2024;203,68751796417985;Nova Maringá;5108907;Mato Grosso
2007;2320,567273206496;Nova Monte Verde;5108956;Mato Grosso
2008;23,430974108449814;Nova Monte Verde;5108956;Mato Grosso
2009;6,552675996688205;Nova Monte Verde;5108956;Mato Grosso
2010;2,6366692847804347;Nova Monte Verde;5108956;Mato Grosso
2011;3,5755791910967063;Nova Monte Verde;5108956;Mato Grosso
2012;5,13620196522243;Nova Monte Verde;5108956;Mato Grosso
2013;3,007795694444069;Nova Monte Verde;5108956;Mato Grosso
2014;5,2550493050859775;Nova Monte Verde;5108956;Mato Grosso
2015;6,263798037596901;Nova Monte Verde;5108956;Mato Grosso
2016;18,445467156890064;Nova Monte Verde;5108956;Mato Grosso
2017;17,433095329420954;Nova Monte Verde;5108956;Mato Grosso
2018;16,81164325099489;Nova Monte Verde;5108956;Mato Grosso
2019;40,029476903408884;Nova Monte Verde;5108956;Mato Grosso
2020;18,89199494502009;Nova Monte Verde;5108956;Mato Grosso
2021;26,10802190100364;Nova Monte Verde;5108956;Mato Grosso
2022;34,26472006486964;Nova Monte Verde;5108956;Mato Grosso
2023;33,42554511826766;Nova Monte Verde;5108956;Mato Grosso
2024;4,908632905318891;Nova Monte Verde;5108956;Mato Grosso
2007;1375,4320252489313;Nova Mutum;5106224;Mato Grosso
2008;1,1114134748311546;Nova Mutum;5106224;Mato Grosso
2009;0,16234409286462004;Nova Mutum;5106224;Mato Grosso
2010;2,346483430719058;Nova Mutum;5106224;Mato Grosso
2011;4,023722232462582;Nova Mutum;5106224;Mato Grosso
2012;5,32846380451957;Nova Mutum;5106224;Mato Grosso
2013;0,6366513803474181;Nova Mutum;5106224;Mato Grosso
2014;0,9360518110362973;Nova Mutum;5106224;Mato Grosso
2015;9,70556360583937;Nova Mutum;5106224;Mato Grosso
2016;2,6801374230049837;Nova Mutum;5106224;Mato Grosso
2017;0,344056683628063;Nova Mutum;5106224;Mato Grosso
2018;1,451520797038801;Nova Mutum;5106224;Mato Grosso
2019;5,228381459256514;Nova Mutum;5106224;Mato Grosso
2020;0;Nova Mutum;5106224;Mato Grosso
2021;1,0186428986986173;Nova Mutum;5106224;Mato Grosso
2022;0,3579112356608486;Nova Mutum;5106224;Mato Grosso
2023;1,0974809365124372;Nova Mutum;5106224;Mato Grosso
2024;7,126311145391989;Nova Mutum;5106224;Mato Grosso
2007;829,9418757822751;Nova Olímpia;5106232;Mato Grosso
2008;4,271498241458698;Nova Olímpia;5106232;Mato Grosso
2009;0,485022328328194;Nova Olímpia;5106232;Mato Grosso
2010;0,5265773867234711;Nova Olímpia;5106232;Mato Grosso
2011;0,1819497754057433;Nova Olímpia;5106232;Mato Grosso
2012;0,07885144005224735;Nova Olímpia;5106232;Mato Grosso
2013;0;Nova Olímpia;5106232;Mato Grosso
2014;0,41106522137553403;Nova Olímpia;5106232;Mato Grosso
2015;0,16453621456983392;Nova Olímpia;5106232;Mato Grosso
2016;0,8628893089855943;Nova Olímpia;5106232;Mato Grosso
2017;0,26172172325095333;Nova Olímpia;5106232;Mato Grosso
2018;0,10997353943145824;Nova Olímpia;5106232;Mato Grosso
2019;0,8027701481261582;Nova Olímpia;5106232;Mato Grosso
2020;1,5984933345491394;Nova Olímpia;5106232;Mato Grosso
2021;1,6764930377764697;Nova Olímpia;5106232;Mato Grosso
2022;0,3199179354620608;Nova Olímpia;5106232;Mato Grosso
2023;0,48361384976955424;Nova Olímpia;5106232;Mato Grosso
2024;0,40839513503976194;Nova Olímpia;5106232;Mato Grosso
2007;1304,442399506394;Nova Santa Helena;5106190;Mato Grosso
2008;16,888152919030862;Nova Santa Helena;5106190;Mato Grosso
2009;3,7274677602112614;Nova Santa Helena;5106190;Mato Grosso
2010;1,1198213702794264;Nova Santa Helena;5106190;Mato Grosso
2011;3,9520360511220414;Nova Santa Helena;5106190;Mato Grosso
2012;3,1994723723891747;Nova Santa Helena;5106190;Mato Grosso
2013;5,20851538646769;Nova Santa Helena;5106190;Mato Grosso
2014;4,158491449244343;Nova Santa Helena;5106190;Mato Grosso
2015;1,852731454882771;Nova Santa Helena;5106190;Mato Grosso
2016;2,185189009162692;Nova Santa Helena;5106190;Mato Grosso
2017;3,4768581593618415;Nova Santa Helena;5106190;Mato Grosso
2018;2,674375933987193;Nova Santa Helena;5106190;Mato Grosso
2019;5,506151836042641;Nova Santa Helena;5106190;Mato Grosso
2020;10,461146090905865;Nova Santa Helena;5106190;Mato Grosso
2021;8,829338446791159;Nova Santa Helena;5106190;Mato Grosso
2022;11,153613929044107;Nova Santa Helena;5106190;Mato Grosso
2023;28,15225372753552;Nova Santa Helena;5106190;Mato Grosso
