year;month;area;uf;className;numPol
2023/2024;8.0;193.75;MT;DEGRADACAO;190.0
2023/2024;8.0;165.17;MT;DESMATAMENTO_CR;447.0
2023/2024;8.0;4.23;MT;DESMATAMENTO_VEG;7.0
2023/2024;8.0;0.54;MT;MINERACAO;6.0
2023/2024;8.0;100.24;PA;CICATRIZ_DE_QUEIMADA;186.0
2023/2024;8.0;96.92;PA;CS_DESORDENADO;51.0
2023/2024;8.0;81.78;PA;CS_GEOMETRICO;28.0
2023/2024;8.0;206.46;PA;DEGRADACAO;250.0
2023/2024;8.0;199.71;PA;DESMATAMENTO_CR;1233.0
2023/2024;8.0;3.03;PA;DESMATAMENTO_VEG;14.0
2023/2024;8.0;1.28;PA;MINERACAO;14.0
2023/2024;8.0;17.67;RO;CICATRIZ_DE_QUEIMADA;50.0
2023/2024;8.0;2.56;RO;CS_DESORDENADO;5.0
2023/2024;8.0;26.43;RO;CS_GEOMETRICO;7.0
2023/2024;8.0;22.37;RO;DEGRADACAO;42.0
2023/2024;8.0;43.9;RO;DESMATAMENTO_CR;300.0
2023/2024;8.0;0.23;RO;DESMATAMENTO_VEG;2.0
2023/2024;8.0;6.29;RR;CS_DESORDENADO;2.0
2023/2024;8.0;3.15;RR;DEGRADACAO;6.0
2023/2024;8.0;16.82;RR;DESMATAMENTO_CR;121.0
2023/2024;8.0;0.52;RR;DESMATAMENTO_VEG;4.0
2023/2024;8.0;0.09;RR;MINERACAO;1.0
2023/2024;8.0;1.59;TO;DESMATAMENTO_CR;17.0
2023/2024;9.0;1.19;AC;CICATRIZ_DE_QUEIMADA;13.0
2023/2024;9.0;3.75;AC;CS_DESORDENADO;5.0
2023/2024;9.0;18.04;AC;DEGRADACAO;16.0
2023/2024;9.0;18.96;AC;DESMATAMENTO_CR;191.0
2023/2024;9.0;279.87;AM;CICATRIZ_DE_QUEIMADA;358.0
2023/2024;9.0;56.57;AM;CS_DESORDENADO;16.0
2023/2024;9.0;10.67;AM;CS_GEOMETRICO;2.0
2023/2024;9.0;54.4;AM;DEGRADACAO;77.0
2023/2024;9.0;84.14;AM;DESMATAMENTO_CR;518.0
2023/2024;9.0;10.91;AM;MINERACAO;81.0
2023/2024;9.0;1.33;AP;CICATRIZ_DE_QUEIMADA;3.0
2023/2024;9.0;30.78;AP;DEGRADACAO;19.0
2023/2024;9.0;2.07;AP;DESMATAMENTO_CR;15.0
2023/2024;9.0;1.41;AP;MINERACAO;10.0
2023/2024;9.0;6.63;MA;CICATRIZ_DE_QUEIMADA;16.0
2023/2024;9.0;0.9;MA;DEGRADACAO;2.0
2023/2024;9.0;15.68;MA;DESMATAMENTO_CR;88.0
2023/2024;9.0;323.34;MT;CICATRIZ_DE_QUEIMADA;405.0
2023/2024;9.0;231.39;MT;CS_DESORDENADO;86.0
2023/2024;9.0;267.85;MT;CS_GEOMETRICO;114.0
2023/2024;9.0;222.7;MT;DEGRADACAO;222.0
2023/2024;9.0;120.88;MT;DESMATAMENTO_CR;383.0
2023/2024;9.0;0.32;MT;MINERACAO;5.0
2023/2024;9.0;365.79;PA;CICATRIZ_DE_QUEIMADA;798.0
2023/2024;9.0;237.13;PA;CS_DESORDENADO;86.0
2023/2024;9.0;170.01;PA;CS_GEOMETRICO;59.0
2023/2024;9.0;319.49;PA;DEGRADACAO;394.0
2023/2024;9.0;312.26;PA;DESMATAMENTO_CR;2169.0
2023/2024;9.0;0.51;PA;DESMATAMENTO_VEG;4.0
2023/2024;9.0;2.36;PA;MINERACAO;25.0
2023/2024;9.0;85.39;RO;CICATRIZ_DE_QUEIMADA;164.0
2023/2024;9.0;59.29;RO;CS_DESORDENADO;20.0
2023/2024;9.0;5.57;RO;CS_GEOMETRICO;3.0
2023/2024;9.0;8.36;RO;DEGRADACAO;18.0
2023/2024;9.0;45.83;RO;DESMATAMENTO_CR;319.0
2023/2024;9.0;10.88;RR;CS_DESORDENADO;5.0
2023/2024;9.0;18.66;RR;DEGRADACAO;17.0
2023/2024;9.0;14.35;RR;DESMATAMENTO_CR;117.0
2023/2024;9.0;0.3;RR;DESMATAMENTO_VEG;1.0
2023/2024;9.0;0.35;TO;DESMATAMENTO_CR;4.0
2023/2024;10.0;8.26;AC;CICATRIZ_DE_QUEIMADA;64.0
2023/2024;10.0;32.39;AC;CS_DESORDENADO;16.0
2023/2024;10.0;12.63;AC;DEGRADACAO;16.0
2023/2024;10.0;34.33;AC;DESMATAMENTO_CR;346.0
2023/2024;10.0;1044.21;AM;CICATRIZ_DE_QUEIMADA;1020.0
2023/2024;10.0;93.67;AM;CS_DESORDENADO;31.0
2023/2024;10.0;18.04;AM;DEGRADACAO;46.0
2023/2024;10.0;41.44;AM;DESMATAMENTO_CR;314.0
2023/2024;10.0;0.08;AM;DESMATAMENTO_VEG;1.0
2023/2024;10.0;1.33;AM;MINERACAO;10.0
2023/2024;10.0;12.04;AP;CICATRIZ_DE_QUEIMADA;26.0
2023/2024;10.0;6.19;AP;DEGRADACAO;5.0
2023/2024;10.0;2.61;AP;DESMATAMENTO_CR;21.0
2023/2024;10.0;0.36;AP;DESMATAMENTO_VEG;1.0
2023/2024;10.0;0.16;AP;MINERACAO;2.0
2023/2024;10.0;104.01;MA;CICATRIZ_DE_QUEIMADA;111.0
2023/2024;10.0;6.7;MA;DEGRADACAO;6.0
2023/2024;10.0;12.89;MA;DESMATAMENTO_CR;88.0
2023/2024;10.0;246.31;MT;CICATRIZ_DE_QUEIMADA;326.0
2023/2024;10.0;204.67;MT;CS_DESORDENADO;70.0
2023/2024;10.0;92.03;MT;CS_GEOMETRICO;48.0
2023/2024;10.0;215.69;MT;DEGRADACAO;120.0
2023/2024;10.0;67.62;MT;DESMATAMENTO_CR;262.0
2023/2024;10.0;0.1;MT;MINERACAO;1.0
2023/2024;10.0;758.12;PA;CICATRIZ_DE_QUEIMADA;1278.0
2023/2024;10.0;160.58;PA;CS_DESORDENADO;71.0
2023/2024;10.0;51.89;PA;CS_GEOMETRICO;28.0
2023/2024;10.0;231.8;PA;DEGRADACAO;274.0
2023/2024;10.0;208.68;PA;DESMATAMENTO_CR;1471.0
2023/2024;10.0;2.98;PA;MINERACAO;24.0
2023/2024;10.0;148.15;RO;CICATRIZ_DE_QUEIMADA;259.0
2023/2024;10.0;24.45;RO;CS_DESORDENADO;9.0
2023/2024;10.0;8.27;RO;CS_GEOMETRICO;4.0
2023/2024;10.0;30.52;RO;DEGRADACAO;35.0
2023/2024;10.0;32.31;RO;DESMATAMENTO_CR;228.0
2023/2024;10.0;0.06;RR;CICATRIZ_DE_QUEIMADA;1.0
2023/2024;10.0;1.53;RR;CS_DESORDENADO;2.0
2023/2024;10.0;13.03;RR;DEGRADACAO;25.0
2023/2024;10.0;29.33;RR;DESMATAMENTO_CR;186.0
2023/2024;10.0;0.4;RR;DESMATAMENTO_VEG;3.0
2023/2024;10.0;0.19;TO;CICATRIZ_DE_QUEIMADA;2.0
2023/2024;10.0;1.1;TO;DESMATAMENTO_CR;9.0
2023/2024;11.0;4.03;AC;CICATRIZ_DE_QUEIMADA;16.0
2023/2024;11.0;3.78;AC;CS_DESORDENADO;2.0
2023/2024;11.0;0.32;AC;DEGRADACAO;2.0
2023/2024;11.0;11.5;AC;DESMATAMENTO_CR;110.0
2023/2024;11.0;318.34;AM;CICATRIZ_DE_QUEIMADA;472.0
2023/2024;11.0;1.33;AM;CS_DESORDENADO;1.0
2023/2024;11.0;5.81;AM;DEGRADACAO;23.0
2023/2024;11.0;13.48;AM;DESMATAMENTO_CR;99.0
2023/2024;11.0;0.24;AM;DESMATAMENTO_VEG;2.0
2023/2024;11.0;0.27;AM;MINERACAO;3.0
2023/2024;11.0;70.48;AP;CICATRIZ_DE_QUEIMADA;89.0
2023/2024;11.0;3.31;AP;DEGRADACAO;4.0
2023/2024;11.0;0.84;AP;DESMATAMENTO_CR;6.0
2023/2024;11.0;0.07;AP;MINERACAO;1.0
2023/2024;11.0;217.66;MA;CICATRIZ_DE_QUEIMADA;255.0
2023/2024;11.0;2.33;MA;DEGRADACAO;7.0
2023/2024;11.0;23.15;MA;DESMATAMENTO_CR;154.0
2023/2024;11.0;98.14;MT;CICATRIZ_DE_QUEIMADA;131.0
2023/2024;11.0;62.45;MT;CS_DESORDENADO;40.0
2023/2024;11.0;53.49;MT;CS_GEOMETRICO;35.0
2023/2024;11.0;61.04;MT;DEGRADACAO;90.0
2023/2024;11.0;29.76;MT;DESMATAMENTO_CR;146.0
2023/2024;11.0;0.06;MT;MINERACAO;1.0
2023/2024;11.0;1247.16;PA;CICATRIZ_DE_QUEIMADA;1537.0
2023/2024;11.0;26.25;PA;CS_DESORDENADO;13.0
2023/2024;11.0;16.19;PA;CS_GEOMETRICO;10.0
2023/2024;11.0;126.06;PA;DEGRADACAO;202.0
2023/2024;11.0;96.37;PA;DESMATAMENTO_CR;667.0
2023/2024;11.0;0.14;PA;MINERACAO;2.0
2023/2024;11.0;120.11;RO;CICATRIZ_DE_QUEIMADA;111.0
2023/2024;11.0;1.33;RO;CS_DESORDENADO;3.0
2023/2024;11.0;0.56;RO;CS_GEOMETRICO;2.0
2023/2024;11.0;4.68;RO;DEGRADACAO;10.0
2023/2024;11.0;15.03;RO;DESMATAMENTO_CR;125.0
2023/2024;11.0;0.11;RO;MINERACAO;1.0
2023/2024;11.0;0.23;RR;CICATRIZ_DE_QUEIMADA;1.0
2023/2024;11.0;1.91;RR;DEGRADACAO;8.0
2023/2024;11.0;9.92;RR;DESMATAMENTO_CR;52.0
2023/2024;11.0;0.41;TO;DESMATAMENTO_CR;3.0
2023/2024;12.0;2.32;AC;DESMATAMENTO_CR;19.0
2023/2024;12.0;141.46;AM;CICATRIZ_DE_QUEIMADA;242.0
2023/2024;12.0;2.69;AM;DEGRADACAO;9.0
2023/2024;12.0;11.77;AM;DESMATAMENTO_CR;62.0
2023/2024;12.0;0.18;AM;DESMATAMENTO_VEG;2.0
2023/2024;12.0;0.31;AM;MINERACAO;3.0
2023/2024;12.0;36.84;AP;CICATRIZ_DE_QUEIMADA;49.0
2023/2024;12.0;0.27;AP;DEGRADACAO;2.0
2023/2024;12.0;0.36;AP;DESMATAMENTO_CR;3.0
2023/2024;12.0;0.35;AP;MINERACAO;4.0
2023/2024;12.0;53.73;MA;CICATRIZ_DE_QUEIMADA;101.0
2023/2024;12.0;6.31;MA;DEGRADACAO;3.0
2023/2024;12.0;8.35;MA;DESMATAMENTO_CR;60.0
2023/2024;12.0;40.7;MT;CICATRIZ_DE_QUEIMADA;97.0
2023/2024;12.0;101.12;MT;CS_DESORDENADO;56.0
2023/2024;12.0;76.44;MT;CS_GEOMETRICO;48.0
2023/2024;12.0;58.54;MT;DEGRADACAO;69.0
2023/2024;12.0;28.64;MT;DESMATAMENTO_CR;138.0
2023/2024;12.0;0.78;MT;MINERACAO;6.0
2023/2024;12.0;1098.87;PA;CICATRIZ_DE_QUEIMADA;1139.0
2023/2024;12.0;3.8;PA;CS_DESORDENADO;5.0
2023/2024;12.0;15.37;PA;CS_GEOMETRICO;11.0
2023/2024;12.0;41.28;PA;DEGRADACAO;53.0
2023/2024;12.0;95.57;PA;DESMATAMENTO_CR;477.0
2023/2024;12.0;0.2;PA;DESMATAMENTO_VEG;1.0
2023/2024;12.0;0.8;PA;MINERACAO;10.0
2023/2024;12.0;51.02;RO;CICATRIZ_DE_QUEIMADA;42.0
2023/2024;12.0;1.62;RO;CS_DESORDENADO;4.0
2023/2024;12.0;1.07;RO;CS_GEOMETRICO;1.0
2023/2024;12.0;5.05;RO;DEGRADACAO;6.0
2023/2024;12.0;10.38;RO;DESMATAMENTO_CR;73.0
2023/2024;12.0;0.3;RR;CICATRIZ_DE_QUEIMADA;1.0
2023/2024;12.0;4.46;RR;CS_DESORDENADO;3.0
2023/2024;12.0;1.48;RR;DEGRADACAO;4.0
2023/2024;12.0;16.79;RR;DESMATAMENTO_CR;86.0
2023/2024;1.0;0.5;AC;DESMATAMENTO_CR;3.0
2023/2024;1.0;68.86;AM;CICATRIZ_DE_QUEIMADA;141.0
2023/2024;1.0;1.0;AM;CS_GEOMETRICO;1.0
2023/2024;1.0;2.29;AM;DEGRADACAO;9.0
2023/2024;1.0;8.63;AM;DESMATAMENTO_CR;61.0
2023/2024;1.0;6.3;AM;DESMATAMENTO_VEG;70.0
2023/2024;1.0;0.64;AM;MINERACAO;6.0
2023/2024;1.0;7.37;AP;CICATRIZ_DE_QUEIMADA;12.0
2023/2024;1.0;0.26;AP;DESMATAMENTO_CR;2.0
2023/2024;1.0;0.29;AP;DESMATAMENTO_VEG;3.0
2023/2024;1.0;3.42;MA;CICATRIZ_DE_QUEIMADA;5.0
2023/2024;1.0;1.65;MA;DESMATAMENTO_CR;12.0
2023/2024;1.0;1.71;MT;CICATRIZ_DE_QUEIMADA;8.0
2023/2024;1.0;17.35;MT;CS_DESORDENADO;10.0
2023/2024;1.0;14.1;MT;CS_GEOMETRICO;5.0
2023/2024;1.0;1.65;MT;DEGRADACAO;5.0
2023/2024;1.0;29.83;MT;DESMATAMENTO_CR;68.0
2023/2024;1.0;206.08;PA;CICATRIZ_DE_QUEIMADA;342.0
2023/2024;1.0;7.34;PA;CS_DESORDENADO;6.0
2023/2024;1.0;7.2;PA;CS_GEOMETRICO;4.0
2023/2024;1.0;6.38;PA;DEGRADACAO;18.0
2023/2024;1.0;31.35;PA;DESMATAMENTO_CR;211.0
2023/2024;1.0;0.77;PA;DESMATAMENTO_VEG;2.0
2023/2024;1.0;0.25;PA;MINERACAO;3.0
2023/2024;1.0;10.9;RO;CICATRIZ_DE_QUEIMADA;6.0
2023/2024;1.0;5.88;RO;DESMATAMENTO_CR;37.0
2023/2024;1.0;10.27;RR;CICATRIZ_DE_QUEIMADA;15.0
2023/2024;1.0;5.2;RR;CS_DESORDENADO;4.0
2023/2024;1.0;0.35;RR;CS_GEOMETRICO;1.0
2023/2024;1.0;4.82;RR;DEGRADACAO;11.0
2023/2024;1.0;31.77;RR;DESMATAMENTO_CR;205.0
2023/2024;1.0;0.17;RR;DESMATAMENTO_VEG;2.0
2023/2024;1.0;0.47;RR;MINERACAO;6.0
2023/2024;1.0;0.1;TO;DESMATAMENTO_CR;1.0
2023/2024;2.0;1.24;AC;DESMATAMENTO_CR;11.0
2023/2024;2.0;163.61;AM;CICATRIZ_DE_QUEIMADA;272.0
2023/2024;2.0;0.88;AM;CS_GEOMETRICO;1.0
2023/2024;2.0;2.14;AM;DEGRADACAO;9.0
2023/2024;2.0;31.9;AM;DESMATAMENTO_CR;106.0
2023/2024;2.0;3.99;AM;DESMATAMENTO_VEG;45.0
2023/2024;2.0;0.33;AM;MINERACAO;3.0
2023/2024;2.0;10.3;AP;CICATRIZ_DE_QUEIMADA;19.0
2023/2024;2.0;0.15;AP;DEGRADACAO;1.0
2023/2024;2.0;0.5;AP;DESMATAMENTO_CR;3.0
2023/2024;2.0;0.55;AP;DESMATAMENTO_VEG;7.0
2023/2024;2.0;0.6;AP;MINERACAO;7.0
2023/2024;2.0;23.47;MA;CICATRIZ_DE_QUEIMADA;37.0
2023/2024;2.0;1.16;MA;DEGRADACAO;2.0
2023/2024;2.0;5.01;MA;DESMATAMENTO_CR;18.0
2023/2024;2.0;2.81;MT;CICATRIZ_DE_QUEIMADA;13.0
2023/2024;2.0;6.9;MT;CS_DESORDENADO;8.0
2023/2024;2.0;12.8;MT;CS_GEOMETRICO;10.0
2023/2024;2.0;26.92;MT;DEGRADACAO;41.0
2023/2024;2.0;64.09;MT;DESMATAMENTO_CR;182.0
2023/2024;2.0;0.78;MT;DESMATAMENTO_VEG;6.0
2023/2024;2.0;0.78;MT;MINERACAO;10.0
2023/2024;2.0;1459.15;PA;CICATRIZ_DE_QUEIMADA;1436.0
2023/2024;2.0;4.64;PA;CS_DESORDENADO;4.0
2023/2024;2.0;3.05;PA;CS_GEOMETRICO;3.0
2023/2024;2.0;27.66;PA;DEGRADACAO;59.0
2023/2024;2.0;50.87;PA;DESMATAMENTO_CR;335.0
2023/2024;2.0;1.05;PA;DESMATAMENTO_VEG;10.0
2023/2024;2.0;1.81;PA;MINERACAO;20.0
2023/2024;2.0;22.52;RO;CICATRIZ_DE_QUEIMADA;35.0
2023/2024;2.0;3.1;RO;CS_DESORDENADO;6.0
2023/2024;2.0;2.49;RO;DEGRADACAO;3.0
2023/2024;2.0;10.48;RO;DESMATAMENTO_CR;67.0
2023/2024;2.0;0.4;RO;DESMATAMENTO_VEG;3.0
2023/2024;2.0;1008.95;RR;CICATRIZ_DE_QUEIMADA;1077.0
2023/2024;2.0;7.33;RR;DEGRADACAO;22.0
2023/2024;2.0;50.24;RR;DESMATAMENTO_CR;296.0
2023/2024;2.0;1.33;RR;DESMATAMENTO_VEG;15.0
2023/2024;2.0;0.13;RR;MINERACAO;2.0
2023/2024;2.0;0.43;TO;DESMATAMENTO_CR;2.0
2023/2024;3.0;0.09;AC;DEGRADACAO;1.0
2023/2024;3.0;3.44;AC;DESMATAMENTO_CR;33.0
2023/2024;3.0;1.93;AC;DESMATAMENTO_VEG;20.0
2023/2024;3.0;43.96;AM;CICATRIZ_DE_QUEIMADA;114.0
2023/2024;3.0;0.21;AM;CS_DESORDENADO;2.0
2023/2024;3.0;7.35;AM;DEGRADACAO;23.0
2023/2024;3.0;35.46;AM;DESMATAMENTO_CR;133.0
2023/2024;3.0;3.77;AM;DESMATAMENTO_VEG;37.0
2023/2024;3.0;0.27;MA;CICATRIZ_DE_QUEIMADA;1.0
2023/2024;3.0;0.57;MA;DEGRADACAO;1.0
2023/2024;3.0;4.87;MT;CICATRIZ_DE_QUEIMADA;8.0
2023/2024;3.0;1.75;MT;CS_DESORDENADO;3.0
2023/2024;3.0;5.43;MT;CS_GEOMETRICO;8.0
2023/2024;3.0;12.46;MT;DEGRADACAO;16.0
2023/2024;3.0;35.63;MT;DESMATAMENTO_CR;111.0
2023/2024;3.0;2.99;MT;DESMATAMENTO_VEG;15.0
2023/2024;3.0;0.44;MT;MINERACAO;6.0
2023/2024;3.0;148.03;PA;CICATRIZ_DE_QUEIMADA;259.0
2023/2024;3.0;3.2;PA;CS_DESORDENADO;4.0
2023/2024;3.0;9.22;PA;CS_GEOMETRICO;3.0
2023/2024;3.0;29.64;PA;DEGRADACAO;59.0
2023/2024;3.0;31.73;PA;DESMATAMENTO_CR;165.0
2023/2024;3.0;1.6;PA;DESMATAMENTO_VEG;9.0
2023/2024;3.0;1.08;PA;MINERACAO;14.0
2023/2024;3.0;16.94;RO;CICATRIZ_DE_QUEIMADA;26.0
2023/2024;3.0;1.59;RO;DEGRADACAO;5.0
2023/2024;3.0;12.52;RO;DESMATAMENTO_CR;71.0
2023/2024;3.0;0.29;RO;DESMATAMENTO_VEG;2.0
2023/2024;3.0;2266.53;RR;CICATRIZ_DE_QUEIMADA;1783.0
2023/2024;3.0;6.56;RR;DEGRADACAO;21.0
2023/2024;3.0;30.98;RR;DESMATAMENTO_CR;158.0
2023/2024;3.0;0.08;RR;MINERACAO;2.0
2023/2024;3.0;0.09;TO;DESMATAMENTO_CR;1.0
2023/2024;4.0;0.18;AC;DEGRADACAO;2.0
2023/2024;4.0;2.12;AC;DESMATAMENTO_CR;16.0
2023/2024;4.0;0.48;AC;DESMATAMENTO_VEG;6.0
2023/2024;4.0;9.28;AM;CICATRIZ_DE_QUEIMADA;25.0
2023/2024;4.0;0.65;AM;DEGRADACAO;4.0
2023/2024;4.0;24.35;AM;DESMATAMENTO_CR;81.0
2023/2024;4.0;0.79;AM;DESMATAMENTO_VEG;3.0
2023/2024;4.0;0.11;AM;MINERACAO;1.0
2023/2024;4.0;3.96;AP;CICATRIZ_DE_QUEIMADA;10.0
2023/2024;4.0;0.94;AP;DEGRADACAO;1.0
2023/2024;4.0;0.31;AP;DESMATAMENTO_CR;3.0
2023/2024;4.0;0.08;AP;DESMATAMENTO_VEG;1.0
2023/2024;4.0;0.49;AP;MINERACAO;5.0
2023/2024;4.0;0.48;MA;CICATRIZ_DE_QUEIMADA;3.0
2023/2024;4.0;0.41;MA;DESMATAMENTO_CR;3.0
2023/2024;4.0;106.03;MT;CICATRIZ_DE_QUEIMADA;57.0
2023/2024;4.0;1.06;MT;CS_DESORDENADO;1.0
2023/2024;4.0;16.97;MT;CS_GEOMETRICO;9.0
2023/2024;4.0;37.12;MT;DEGRADACAO;45.0
2023/2024;4.0;79.25;MT;DESMATAMENTO_CR;225.0
2023/2024;4.0;1.27;MT;DESMATAMENTO_VEG;10.0
2023/2024;4.0;2.4;MT;MINERACAO;24.0
2023/2024;4.0;144.07;PA;CICATRIZ_DE_QUEIMADA;213.0
2023/2024;4.0;1.61;PA;CS_DESORDENADO;2.0
2023/2024;4.0;21.32;PA;DEGRADACAO;43.0
2023/2024;4.0;25.33;PA;DESMATAMENTO_CR;132.0
2023/2024;4.0;0.9;PA;DESMATAMENTO_VEG;8.0
2023/2024;4.0;1.95;PA;MINERACAO;21.0
2023/2024;4.0;69.55;RO;CICATRIZ_DE_QUEIMADA;77.0
2023/2024;4.0;0.85;RO;DEGRADACAO;2.0
2023/2024;4.0;7.74;RO;DESMATAMENTO_CR;54.0
2023/2024;4.0;0.14;RO;DESMATAMENTO_VEG;2.0
2023/2024;4.0;0.22;RO;MINERACAO;2.0
2023/2024;4.0;1082.03;RR;CICATRIZ_DE_QUEIMADA;1440.0
2023/2024;4.0;0.9;RR;CS_DESORDENADO;2.0
2023/2024;4.0;16.38;RR;DEGRADACAO;26.0
2023/2024;4.0;25.66;RR;DESMATAMENTO_CR;147.0
2023/2024;4.0;0.08;RR;MINERACAO;1.0
2023/2024;5.0;0.95;AC;DEGRADACAO;5.0
2023/2024;5.0;4.15;AC;DESMATAMENTO_CR;30.0
2023/2024;5.0;1.92;AC;DESMATAMENTO_VEG;20.0
2023/2024;5.0;4.41;AM;CICATRIZ_DE_QUEIMADA;29.0
2023/2024;5.0;5.89;AM;CS_GEOMETRICO;1.0
2023/2024;5.0;18.34;AM;DEGRADACAO;29.0
2023/2024;5.0;107.09;AM;DESMATAMENTO_CR;348.0
2023/2024;5.0;8.73;AM;DESMATAMENTO_VEG;52.0
2023/2024;5.0;1.28;AM;MINERACAO;13.0
2023/2024;5.0;0.37;AP;DESMATAMENTO_VEG;1.0
2023/2024;5.0;0.31;AP;MINERACAO;3.0
2023/2024;5.0;28.05;MA;CICATRIZ_DE_QUEIMADA;64.0
2023/2024;5.0;16.0;MA;DEGRADACAO;11.0
2023/2024;5.0;6.91;MA;DESMATAMENTO_CR;42.0
2023/2024;5.0;0.34;MA;DESMATAMENTO_VEG;3.0
2023/2024;5.0;0.12;MA;MINERACAO;1.0
2023/2024;5.0;692.0;MT;CICATRIZ_DE_QUEIMADA;145.0
2023/2024;5.0;74.89;MT;CS_DESORDENADO;42.0
2023/2024;5.0;438.37;MT;CS_GEOMETRICO;155.0
2023/2024;5.0;274.55;MT;DEGRADACAO;228.0
2023/2024;5.0;112.61;MT;DESMATAMENTO_CR;416.0
2023/2024;5.0;70.9;MT;DESMATAMENTO_VEG;99.0
2023/2024;5.0;2.17;MT;MINERACAO;29.0
2023/2024;5.0;124.89;PA;CICATRIZ_DE_QUEIMADA;198.0
2023/2024;5.0;41.99;PA;CS_DESORDENADO;23.0
2023/2024;5.0;54.35;PA;CS_GEOMETRICO;9.0
2023/2024;5.0;128.31;PA;DEGRADACAO;211.0
2023/2024;5.0;109.42;PA;DESMATAMENTO_CR;507.0
2023/2024;5.0;17.75;PA;DESMATAMENTO_VEG;77.0
2023/2024;5.0;11.25;PA;MINERACAO;125.0
2023/2024;5.0;22.7;RO;CICATRIZ_DE_QUEIMADA;43.0
2023/2024;5.0;4.39;RO;CS_DESORDENADO;1.0
2023/2024;5.0;3.13;RO;CS_GEOMETRICO;3.0
2023/2024;5.0;8.52;RO;DEGRADACAO;23.0
2023/2024;5.0;30.57;RO;DESMATAMENTO_CR;215.0
2023/2024;5.0;6.5;RO;DESMATAMENTO_VEG;56.0
2023/2024;5.0;0.53;RO;MINERACAO;6.0
2023/2024;5.0;77.72;RR;CICATRIZ_DE_QUEIMADA;155.0
2023/2024;5.0;7.81;RR;DESMATAMENTO_CR;41.0
2023/2024;5.0;0.98;TO;DESMATAMENTO_CR;8.0
2023/2024;6.0;23.72;AC;CS_DESORDENADO;6.0
2023/2024;6.0;4.51;AC;DEGRADACAO;24.0
2023/2024;6.0;25.44;AC;DESMATAMENTO_CR;227.0
2023/2024;6.0;4.17;AC;DESMATAMENTO_VEG;34.0
2023/2024;6.0;0.14;AC;MINERACAO;1.0
2023/2024;6.0;19.97;AM;CICATRIZ_DE_QUEIMADA;93.0
2023/2024;6.0;4.25;AM;CS_DESORDENADO;5.0
2023/2024;6.0;5.6;AM;CS_GEOMETRICO;1.0
2023/2024;6.0;14.8;AM;DEGRADACAO;64.0
2023/2024;6.0;129.37;AM;DESMATAMENTO_CR;579.0
2023/2024;6.0;5.96;AM;DESMATAMENTO_VEG;40.0
2023/2024;6.0;3.71;AM;MINERACAO;31.0
2023/2024;6.0;2.96;AP;CICATRIZ_DE_QUEIMADA;10.0
2023/2024;6.0;0.93;AP;DEGRADACAO;3.0
2023/2024;6.0;0.37;AP;DESMATAMENTO_CR;3.0
2023/2024;6.0;0.07;AP;DESMATAMENTO_VEG;1.0
2023/2024;6.0;1.34;AP;MINERACAO;13.0
2023/2024;6.0;1.92;MA;CICATRIZ_DE_QUEIMADA;7.0
2023/2024;6.0;2.19;MA;DEGRADACAO;4.0
2023/2024;6.0;6.05;MA;DESMATAMENTO_CR;40.0
2023/2024;6.0;0.59;MA;DESMATAMENTO_VEG;2.0
2023/2024;6.0;10.66;MT;CICATRIZ_DE_QUEIMADA;18.0
2023/2024;6.0;43.09;MT;CS_DESORDENADO;26.0
2023/2024;6.0;84.31;MT;CS_GEOMETRICO;59.0
2023/2024;6.0;71.54;MT;DEGRADACAO;114.0
2023/2024;6.0;46.3;MT;DESMATAMENTO_CR;145.0
2023/2024;6.0;3.9;MT;DESMATAMENTO_VEG;6.0
2023/2024;6.0;1.18;MT;MINERACAO;14.0
2023/2024;6.0;190.41;PA;CICATRIZ_DE_QUEIMADA;407.0
2023/2024;6.0;63.73;PA;CS_DESORDENADO;42.0
2023/2024;6.0;24.49;PA;CS_GEOMETRICO;13.0
2023/2024;6.0;116.21;PA;DEGRADACAO;303.0
2023/2024;6.0;152.62;PA;DESMATAMENTO_CR;702.0
2023/2024;6.0;22.76;PA;DESMATAMENTO_VEG;66.0
2023/2024;6.0;11.88;PA;MINERACAO;138.0
2023/2024;6.0;7.56;RO;CICATRIZ_DE_QUEIMADA;34.0
2023/2024;6.0;17.3;RO;CS_DESORDENADO;7.0
2023/2024;6.0;12.83;RO;DEGRADACAO;30.0
2023/2024;6.0;26.47;RO;DESMATAMENTO_CR;169.0
2023/2024;6.0;3.55;RO;DESMATAMENTO_VEG;14.0
2023/2024;6.0;0.08;RO;MINERACAO;1.0
2023/2024;6.0;73.45;RR;CICATRIZ_DE_QUEIMADA;155.0
2023/2024;6.0;5.02;RR;DEGRADACAO;16.0
2023/2024;6.0;14.91;RR;DESMATAMENTO_CR;84.0
2023/2024;6.0;0.07;RR;MINERACAO;1.0
2023/2024;6.0;0.71;TO;DESMATAMENTO_CR;6.0
2023/2024;7.0;1.2;AC;CICATRIZ_DE_QUEIMADA;10.0
2023/2024;7.0;29.63;AC;CS_DESORDENADO;25.0
2023/2024;7.0;30.48;AC;DEGRADACAO;46.0
2023/2024;7.0;71.01;AC;DESMATAMENTO_CR;761.0
2023/2024;7.0;3.83;AC;DESMATAMENTO_VEG;39.0
2023/2024;7.0;53.43;AM;CICATRIZ_DE_QUEIMADA;198.0
2023/2024;7.0;112.63;AM;CS_DESORDENADO;32.0
